"region_count","ratio_tumor_tissue","largest_tumor_area","longest_axis_largest_tumor","pixels_gt_90","avg_prediction","max_area","mean_area","area_variance","area_skew","area_kurt","max_perimeter","mean_perimeter","perimeter_variance","perimeter_skew","perimeter_kurt","max_eccentricity","mean_eccentricity","eccentricity_variance","eccentricity_skew","eccentricity_kurt","max_extent","mean_extent","extent_variance","extent_skew","extent_kurt","max_solidity","mean_solidity","solidity_variance","solidity_skew","solidity_kurt","label"
3.0,0.0,25.0,10.74,21.0,236.89,18.0,7.0,60.67,0.7,-1.5,16.9,5.63,63.47,0.71,-1.5,1.0,0.62,0.2,-0.65,-1.5,1.0,0.88,0.05,-1.29,-0.07,1.0,0.84,0.05,-0.71,-1.5,1
4.0,0.02,176.0,19.78,177.0,235.54,158.0,44.25,4355.69,1.12,-0.69,95.63,26.98,1596.32,1.1,-0.71,0.95,0.4,0.17,0.21,-1.73,1.0,0.94,0.02,-2.41,4.13,1.0,0.88,0.02,-0.24,-1.68,1
11.0,0.0,92.0,14.57,108.0,240.4,55.0,9.82,228.33,2.34,4.32,42.18,7.79,139.54,2.12,3.62,0.98,0.42,0.16,0.06,-1.75,1.0,0.95,0.02,-2.83,6.39,1.0,0.89,0.03,-1.16,-0.23,1
14.0,0.06,329.0,37.96,309.0,235.56,126.0,22.07,1793.78,1.75,1.31,88.36,15.2,923.7,1.65,0.96,1.0,0.43,0.2,0.25,-1.77,1.0,0.91,0.04,-1.74,1.06,1.0,0.91,0.03,-1.55,0.62,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
15.0,0.03,116.0,22.73,313.0,241.53,64.0,20.87,431.98,0.89,-0.48,42.38,15.46,215.31,0.59,-0.92,1.0,0.68,0.14,-0.95,-0.8,1.0,0.93,0.03,-2.16,2.81,1.0,0.86,0.02,-0.7,-0.3,1
2.0,0.0,8.0,4.49,2.0,235.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.9,0.03,-1.52,0.68,1.0,1.0,0.0,0.0,-3.0,1
83.0,0.01,72.0,18.37,141.0,238.66,15.0,1.7,3.39,5.0,30.82,12.83,0.53,3.09,4.85,27.7,1.0,0.26,0.18,1.05,-0.85,1.0,0.81,0.07,-0.82,-1.04,1.0,0.98,0.0,-4.21,18.54,1
13.0,0.0,76.0,20.46,34.0,239.48,8.0,2.62,4.08,1.37,1.23,8.62,1.64,6.27,1.71,1.98,1.0,0.48,0.2,-0.09,-1.9,1.0,0.95,0.02,-2.69,5.57,1.0,0.95,0.01,-1.66,1.02,1
11.0,0.0,23.0,10.21,12.0,235.36,2.0,1.09,0.08,2.85,6.1,0.0,0.0,0.0,0.0,-3.0,1.0,0.09,0.08,2.85,6.1,1.0,0.9,0.04,-1.73,1.25,1.0,1.0,0.0,0.0,-3.0,1
2.0,0.0,3.0,2.31,3.0,232.0,2.0,1.5,0.25,0.0,-2.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.5,0.25,0.0,-2.0,1.0,0.94,0.03,-2.51,4.95,1.0,1.0,0.0,0.0,-3.0,1
2.0,0.0,16.0,5.84,4.0,233.5,3.0,2.0,1.0,0.0,-2.0,3.41,1.71,2.91,0.0,-2.0,0.82,0.41,0.17,0.0,-2.0,1.0,0.94,0.02,-2.57,5.02,1.0,1.0,0.0,0.0,-3.0,1
23.0,0.02,287.0,42.18,242.0,241.2,133.0,10.52,826.42,3.49,11.56,100.22,7.43,494.58,3.33,10.49,1.0,0.28,0.18,0.92,-1.07,1.0,0.92,0.04,-2.14,2.91,1.0,0.94,0.02,-2.23,3.01,1
4.0,0.0,13.0,6.83,6.0,234.67,3.0,1.5,0.75,1.15,-0.67,3.41,0.85,2.19,1.15,-0.67,0.82,0.2,0.12,1.15,-0.67,1.0,0.92,0.03,-1.91,1.7,1.0,1.0,0.0,0.0,-3.0,1
5.0,0.0,12.0,11.77,6.0,235.9,2.0,1.2,0.16,1.5,0.25,0.0,0.0,0.0,0.0,-3.0,1.0,0.2,0.16,1.5,0.25,1.0,0.92,0.04,-1.97,2.24,1.0,1.0,0.0,0.0,-3.0,1
24.0,0.11,154.0,33.08,298.0,240.87,111.0,12.42,540.66,3.25,10.66,92.94,9.86,376.82,3.29,11.12,1.0,0.6,0.19,-0.63,-1.51,1.0,0.85,0.06,-1.26,0.06,1.0,0.86,0.03,-0.77,-0.94,1
4.0,0.0,15.0,10.9,13.0,238.1,10.0,3.25,15.19,1.15,-0.67,8.0,2.0,12.0,1.15,-0.67,0.98,0.24,0.18,1.15,-0.67,1.0,0.91,0.04,-1.74,1.19,1.0,0.96,0.01,-1.15,-0.67,1
104.0,0.02,99.0,23.71,168.0,234.89,12.0,1.62,2.97,4.22,19.71,10.04,0.48,2.68,4.34,19.74,1.0,0.21,0.15,1.38,-0.03,1.0,0.79,0.07,-0.67,-1.26,1.0,0.98,0.01,-3.38,10.45,1
16.0,0.02,108.0,18.99,87.0,235.94,37.0,5.44,80.87,2.78,6.68,29.9,3.81,56.43,2.65,6.26,1.0,0.57,0.2,-0.44,-1.72,1.0,0.89,0.04,-1.57,0.89,1.0,0.93,0.03,-2.08,2.61,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
33.0,0.01,38.0,12.19,133.0,235.4,26.0,4.03,39.06,2.27,4.26,24.24,3.01,38.69,2.12,3.53,1.0,0.27,0.18,0.91,-1.11,1.0,0.91,0.04,-1.88,1.95,1.0,0.94,0.01,-1.57,0.99,1
15.0,0.01,47.0,17.21,102.0,238.59,35.0,6.8,121.09,2.06,2.4,30.49,5.22,100.71,1.97,2.18,1.0,0.68,0.17,-0.96,-0.96,1.0,0.94,0.03,-2.68,5.6,1.0,0.92,0.02,-1.79,1.74,1
6.0,0.05,65.0,12.96,78.0,240.5,60.0,13.0,448.33,1.73,1.09,37.97,7.97,186.92,1.65,0.93,1.0,0.76,0.12,-1.53,0.72,1.0,0.9,0.03,-1.29,-0.12,1.0,0.98,0.0,-1.79,1.2,1
2.0,0.1,700.0,66.56,607.0,236.05,606.0,303.5,91506.25,0.0,-2.0,324.88,162.44,26386.3,0.0,-2.0,0.93,0.47,0.22,0.0,-2.0,1.0,0.97,0.02,-4.48,18.05,1.0,0.76,0.06,-0.0,-2.0,1
11.0,0.02,29.0,10.71,52.0,238.21,29.0,4.73,63.47,2.51,4.87,26.07,3.45,55.04,2.52,4.9,0.97,0.33,0.19,0.58,-1.63,1.0,0.9,0.04,-1.69,1.15,1.0,0.9,0.02,-0.94,-0.63,1
119.0,0.11,1693.0,92.07,1348.0,238.47,610.0,11.33,3543.01,8.96,84.48,452.47,8.04,1988.52,8.79,81.69,1.0,0.38,0.2,0.43,-1.73,1.0,0.87,0.05,-1.35,0.15,1.0,0.93,0.02,-1.96,2.54,1
359.0,0.07,483.0,47.2,1145.0,237.05,100.0,3.19,56.76,8.68,94.28,83.53,1.96,47.12,7.74,76.02,1.0,0.38,0.21,0.43,-1.76,1.0,0.77,0.08,-0.59,-1.37,1.0,0.94,0.02,-2.35,4.63,1
4.0,0.0,9.0,6.65,5.0,235.12,2.0,1.25,0.19,1.15,-0.67,0.0,0.0,0.0,0.0,-3.0,1.0,0.25,0.19,1.15,-0.67,1.0,0.93,0.03,-2.09,2.58,1.0,1.0,0.0,0.0,-3.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,0.0,5.0,3.34,1.0,240.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.97,0.01,-3.47,10.07,1.0,1.0,0.0,0.0,-3.0,1
15.0,0.01,154.0,19.07,163.0,235.09,135.0,10.87,1106.92,3.44,9.93,74.01,5.87,337.76,3.37,9.61,1.0,0.22,0.14,1.12,-0.66,1.0,0.87,0.05,-1.3,-0.02,1.0,0.99,0.0,-3.47,10.07,1
2.0,0.0,12.0,6.27,3.0,239.25,2.0,1.5,0.25,0.0,-2.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.5,0.25,0.0,-2.0,1.0,0.97,0.01,-3.49,10.61,1.0,1.0,0.0,0.0,-3.0,1
529.0,0.11,394.0,42.06,1545.0,236.17,50.0,2.92,21.87,5.26,37.57,45.14,1.71,18.84,4.83,32.65,1.0,0.38,0.21,0.4,-1.77,1.0,0.74,0.08,-0.37,-1.51,1.0,0.94,0.02,-2.16,3.53,1
123.0,0.04,396.0,37.35,401.0,239.39,28.0,3.26,20.39,3.43,13.68,24.07,2.02,17.4,3.03,10.67,1.0,0.46,0.21,0.06,-1.94,1.0,0.84,0.06,-1.0,-0.75,1.0,0.92,0.02,-1.78,1.83,1
12.0,0.01,27.0,9.07,47.0,240.73,21.0,3.92,28.91,2.63,5.53,16.66,2.08,21.76,2.52,5.01,1.0,0.71,0.18,-1.03,-0.81,1.0,0.92,0.04,-2.21,3.05,1.0,0.94,0.02,-1.91,1.85,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
96.0,0.02,165.0,19.35,270.0,239.64,18.0,2.81,10.59,2.39,5.83,15.07,1.66,10.96,2.21,4.24,1.0,0.4,0.22,0.34,-1.84,1.0,0.85,0.06,-1.12,-0.4,1.0,0.94,0.02,-2.03,3.06,1
7.0,0.01,65.0,15.66,54.0,236.58,30.0,7.71,99.35,1.43,0.69,29.07,6.99,101.57,1.33,0.43,0.84,0.32,0.14,0.37,-1.77,1.0,0.95,0.02,-2.55,4.64,1.0,0.86,0.03,-0.96,-0.44,1
4.0,0.0,8.0,7.48,4.0,233.75,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.95,0.02,-2.61,5.07,1.0,1.0,0.0,0.0,-3.0,1
23.0,0.03,68.0,15.3,147.0,237.9,39.0,6.39,105.11,2.02,2.95,32.11,4.34,75.74,2.02,2.95,1.0,0.44,0.22,0.14,-1.91,1.0,0.87,0.05,-1.29,-0.13,1.0,0.93,0.02,-1.72,1.69,1
3.0,0.0,8.0,4.42,6.0,235.5,4.0,2.0,2.0,0.71,-1.5,3.21,1.07,2.29,0.71,-1.5,0.91,0.3,0.19,0.71,-1.5,1.0,0.92,0.03,-1.77,1.36,1.0,1.0,0.0,0.0,-3.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2.0,0.0,3.0,2.31,2.0,244.5,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.99,0.0,-3.75,12.06,1.0,1.0,0.0,0.0,-3.0,1
47.0,0.04,325.0,31.63,424.0,238.68,148.0,9.02,530.96,4.84,25.48,116.84,6.67,345.45,4.63,23.67,1.0,0.41,0.2,0.23,-1.85,1.0,0.9,0.04,-1.75,1.45,1.0,0.91,0.03,-1.9,2.03,1
17.0,0.01,49.0,10.24,153.0,238.28,42.0,9.0,149.29,1.73,1.85,29.28,6.43,88.07,1.42,0.88,1.0,0.52,0.19,-0.26,-1.81,1.0,0.92,0.03,-2.01,2.31,1.0,0.93,0.01,-0.92,-0.67,1
8.0,0.01,153.0,18.04,269.0,235.65,135.0,33.62,3196.23,1.16,-0.65,97.01,23.65,1679.35,1.16,-0.66,0.58,0.12,0.05,1.32,-0.05,1.0,0.92,0.03,-2.08,2.71,1.0,0.9,0.03,-1.17,-0.61,1
7.0,0.0,96.0,25.23,61.0,234.91,40.0,8.71,182.2,1.67,1.19,38.63,7.64,186.32,1.57,0.87,1.0,0.56,0.23,-0.28,-1.91,1.0,0.94,0.02,-2.6,5.3,1.0,0.85,0.06,-1.0,-0.94,1
3.0,0.0,41.0,11.32,38.0,239.96,36.0,12.67,272.22,0.71,-1.5,27.49,9.16,167.88,0.71,-1.5,0.87,0.29,0.17,0.71,-1.5,1.0,0.95,0.03,-2.93,7.06,1.0,0.93,0.01,-0.71,-1.5,1
47.0,0.02,632.0,45.26,486.0,237.17,251.0,10.34,1536.05,5.35,28.42,184.36,7.17,792.62,5.56,31.0,1.0,0.43,0.2,0.1,-1.92,1.0,0.88,0.05,-1.47,0.49,1.0,0.93,0.02,-1.78,2.03,1
84.0,0.52,21919.0,181.57,33911.0,235.96,21101.0,403.7,6404820.21,7.18,52.81,3479.6,68.38,169718.56,7.31,54.94,1.0,0.35,0.19,0.52,-1.62,1.0,0.88,0.05,-1.43,0.48,1.0,0.94,0.02,-2.42,5.42,1
35.0,0.0,262.0,26.8,51.0,234.54,11.0,1.46,2.99,4.88,23.62,8.24,0.33,2.16,4.7,21.45,1.0,0.13,0.11,2.13,2.63,1.0,0.83,0.07,-0.98,-0.72,1.0,0.99,0.0,-4.69,21.37,1
94.0,0.24,8199.0,222.46,14513.0,236.67,7547.0,154.39,675372.26,7.91,66.94,1956.77,45.22,47584.87,7.42,60.23,1.0,0.38,0.2,0.39,-1.77,1.0,0.87,0.05,-1.25,-0.16,1.0,0.94,0.01,-1.69,1.87,1
8.0,0.0,12.0,8.01,31.0,241.51,8.0,3.88,4.86,0.3,-0.71,7.24,3.04,5.54,0.19,-0.94,0.96,0.62,0.13,-0.96,-0.84,1.0,0.94,0.03,-2.51,4.58,1.0,0.9,0.02,-0.79,-1.14,1
5.0,0.0,17.0,7.85,6.0,236.0,2.0,1.2,0.16,1.5,0.25,0.0,0.0,0.0,0.0,-3.0,1.0,0.2,0.16,1.5,0.25,1.0,0.94,0.03,-2.64,5.45,1.0,1.0,0.0,0.0,-3.0,1
17.0,0.0,25.0,9.91,26.0,238.67,6.0,1.53,1.43,3.04,8.59,5.41,0.32,1.62,3.75,12.06,1.0,0.29,0.2,0.92,-1.14,1.0,0.94,0.03,-2.39,3.97,1.0,0.99,0.0,-3.75,12.06,1
45.0,0.01,359.0,32.67,242.0,236.43,92.0,5.38,219.61,4.72,23.48,74.46,3.61,152.55,4.54,21.74,1.0,0.37,0.21,0.49,-1.7,1.0,0.87,0.05,-1.33,0.04,1.0,0.95,0.02,-2.86,6.41,1
57.0,0.13,3773.0,113.67,5374.0,237.98,2568.0,94.28,197029.04,4.95,23.04,1270.46,47.96,51008.22,4.91,22.54,1.0,0.36,0.21,0.5,-1.72,1.0,0.92,0.03,-1.97,2.25,1.0,0.95,0.01,-2.29,3.78,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4.0,0.0,11.0,6.08,14.0,239.72,9.0,3.5,10.25,1.1,-0.71,8.45,2.11,13.39,1.15,-0.67,1.0,0.73,0.18,-1.13,-0.69,1.0,0.93,0.03,-2.19,3.05,1.0,0.97,0.0,-1.15,-0.67,1
26.0,0.02,569.0,46.2,369.0,236.29,142.0,14.19,1172.62,2.84,6.76,113.29,10.79,768.41,2.74,6.28,1.0,0.48,0.2,-0.06,-1.88,1.0,0.95,0.02,-2.82,6.06,1.0,0.89,0.04,-1.41,0.44,1
111.0,0.01,457.0,36.93,1105.0,238.2,374.0,9.95,2129.68,6.87,47.28,238.34,6.55,961.89,6.51,42.69,1.0,0.46,0.22,0.07,-1.93,1.0,0.87,0.05,-1.33,0.2,1.0,0.94,0.02,-2.05,3.13,1
17.0,0.0,38.0,16.73,42.0,237.51,13.0,2.47,8.37,2.81,7.41,12.41,1.46,9.56,2.63,6.38,1.0,0.39,0.21,0.38,-1.82,1.0,0.94,0.03,-2.52,4.93,1.0,0.95,0.01,-1.84,1.57,1
13.0,0.0,52.0,21.41,40.0,235.83,25.0,3.08,40.38,3.13,7.91,20.28,1.82,29.21,3.03,7.47,1.0,0.21,0.15,1.31,-0.24,1.0,0.9,0.04,-1.72,1.3,1.0,0.98,0.0,-3.18,8.08,1
93.0,0.0,598.0,57.22,170.0,234.41,11.0,1.83,3.45,2.94,8.82,9.66,0.67,3.65,3.13,9.12,1.0,0.27,0.18,0.96,-1.02,1.0,0.85,0.06,-1.21,-0.24,1.0,0.97,0.01,-3.01,8.41,1
229.0,0.01,435.0,48.6,306.0,236.8,9.0,1.34,0.83,4.68,28.63,8.04,0.18,0.82,6.3,43.55,1.0,0.2,0.15,1.49,0.24,1.0,0.8,0.07,-0.8,-1.03,1.0,0.99,0.0,-5.36,27.61,1
26.0,0.0,144.0,33.16,29.0,235.46,2.0,1.12,0.1,2.41,3.8,0.0,0.0,0.0,0.0,-3.0,1.0,0.12,0.1,2.41,3.8,1.0,0.9,0.04,-1.82,1.68,1.0,1.0,0.0,0.0,-3.0,1
3.0,0.0,11.0,5.82,3.0,236.33,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.94,0.03,-2.4,4.01,1.0,1.0,0.0,0.0,-3.0,1
27.0,0.0,35.0,14.49,47.0,236.91,9.0,1.74,2.71,3.26,11.2,8.62,0.7,3.38,3.19,10.16,1.0,0.27,0.18,0.93,-1.07,1.0,0.89,0.05,-1.52,0.67,1.0,0.99,0.0,-3.27,8.71,1
35.0,0.03,96.0,24.46,366.0,239.38,89.0,10.46,442.48,2.36,4.56,67.01,7.18,251.5,2.36,4.72,1.0,0.44,0.22,0.15,-1.9,1.0,0.91,0.04,-1.91,1.97,1.0,0.93,0.02,-1.66,1.23,1
142.0,0.02,571.0,42.54,702.0,236.01,286.0,4.94,620.56,10.29,111.52,231.44,3.29,412.55,10.16,109.52,1.0,0.28,0.19,0.9,-1.14,1.0,0.9,0.04,-1.66,1.07,1.0,0.96,0.02,-3.02,8.68,1
7.0,0.0,12.0,8.52,10.0,235.6,3.0,1.43,0.53,1.36,0.23,3.41,0.49,1.43,2.04,2.17,1.0,0.26,0.17,1.0,-0.94,1.0,0.91,0.04,-1.84,1.71,1.0,1.0,0.0,0.0,-3.0,1
67.0,0.01,1029.0,44.88,1114.0,233.96,857.0,16.63,10915.07,7.78,59.5,446.65,8.58,2991.65,7.69,58.44,1.0,0.18,0.13,1.6,0.71,1.0,0.87,0.05,-1.39,0.28,1.0,0.97,0.01,-3.07,8.49,1
107.0,0.03,822.0,67.34,970.0,236.54,247.0,9.07,1217.01,5.22,27.24,126.23,4.81,379.68,5.15,26.41,1.0,0.3,0.19,0.82,-1.26,1.0,0.89,0.04,-1.65,1.05,1.0,0.96,0.01,-3.0,8.02,1
30.0,0.01,140.0,16.46,166.0,237.36,104.0,5.53,339.05,5.09,24.26,68.04,3.21,149.41,4.97,23.38,1.0,0.34,0.2,0.62,-1.55,1.0,0.94,0.03,-2.7,5.99,1.0,0.96,0.01,-1.96,2.17,1
7.0,0.0,80.0,13.58,71.0,235.4,60.0,10.14,415.27,2.03,2.14,37.56,5.65,170.14,2.03,2.14,1.0,0.53,0.22,-0.19,-1.87,1.0,0.94,0.02,-2.35,3.87,1.0,0.97,0.01,-2.04,2.17,1
47.0,0.0,208.0,43.67,433.0,237.96,132.0,9.21,596.08,3.61,12.97,117.46,7.15,461.34,3.71,14.0,1.0,0.31,0.19,0.74,-1.38,1.0,0.91,0.04,-1.83,1.65,1.0,0.91,0.03,-1.74,1.44,1
19.0,0.02,959.0,56.34,1228.0,238.51,816.0,64.63,34679.6,3.46,10.98,481.09,37.33,12066.45,3.47,11.06,1.0,0.38,0.21,0.36,-1.82,1.0,0.96,0.02,-3.22,8.98,1.0,0.9,0.03,-1.48,0.56,1
33.0,0.33,8276.0,169.44,14839.0,235.95,7881.0,449.67,2183722.4,4.05,16.72,1727.16,108.8,112593.71,3.69,13.93,1.0,0.42,0.2,0.15,-1.87,1.0,0.91,0.04,-1.94,2.19,1.0,0.95,0.01,-1.65,1.1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,3.0,2.31,1.0,238.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.98,0.01,-4.22,16.95,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,4.0,5.5,1.0,233.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.94,0.03,-2.58,4.87,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,0.0,5.0,4.08,2.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.96,0.02,-2.86,6.19,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,2.0,2.83,1.0,230.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.95,0.02,-2.85,6.1,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
